paragraph,image,is_code,category,section,title,url,video_urls
"Suma de tiempos: se tendrán en cuenta los tiempos de los primeros participantes dentro del mismo equipo, limitando la cantidad de participantes al número que marque el reglamento: 3, 5… · Contador de atletas: contará todos los participantes que tengan el mismo nombre de equipo y tipo de equipo. · Suma de tiempo por género: sumará los tiempos de los primeros llegados a meta, por ejemplo, 2 hombres y 1 mujer, o 3 hombres y 2 mujeres, que tengan el mismo nombre de equipo y tipo de equipo. · Tiempo del atleta en la posición (X) del equipo:se tomará el tiempo del participante que entre en la posición (X) de su equipo. Por ejemplo: tiempo del atleta que entre en la posición 2º. · Media de tiempos:tendrá en cuenta la media de tiempo de todos los participantes que lleguen a meta y que pertenezcan a un mismo equipo. · Suma de tiempos por género con mínimos: se puede configurar la cantidad de participantes que tienen que llegar a meta para hacer la suma, poniendo un mínimo de hombres o un mínimo de mujeres. Por ejemplo, para que computen 5 componentes del equipo, con un mínimo de 2 mujeres, se dejaría la cantidad de hombres a 0 y en el mínimo de mujeres se indicaría un 2.",https://timingsense.com/wp-content/uploads/2021/07/equipos2.png,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones.Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones. · Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones.Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones. · Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones. · Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones.,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones.Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones. · Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones. · Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones.,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Suma de posiciones: se configura la cantidad de participantes para que se haga el cálculo por suma de posiciones. · Suma de posiciones por género: se configura la cantidad de participantes masculinos y femeninos para que se haga el cálculo por suma de posiciones.,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Valor del tipo de cálculo:según el caso se introducirán valores por género o un valor total. Por ejemplo: en una clasificación por suma de puestos en la que computan los 5 primeros de cada equipo, solo pondrás «5». En caso de que sean 3 hombres y 2 mujeres, introducirás, «3» y «2» en los campos correspondientes.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Cuando los tipos de equipo ya estén configurados, aparecerá el apartado «Equipos» en el menú lateral izquierdo.",https://timingsense.com/wp-content/uploads/2021/07/equipos3.png,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Una vez estén importados a Copérnico los datos de los participantes, desde este apartado podrás consultar los equipos y preparar los presets para la publicación de resultados.",https://timingsense.com/wp-content/uploads/2021/07/equipos4.png,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Preparación datos para importación de equipos,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Vamos a explicar la importación de datos de equipos a través del ejemplo que hemos planteado al inicio: poder entregar un premio al club con más participación y además a los equipos masculinos y femeninos más rápidos clasificando los 3 primeros llegados a meta.,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
En este ejemplo los participantes que tengan club tendrán dos tipos de equipo: tipo de equipo «nombre_del_club» con cálculo de tipo contador y tipo de equipo «Masculino» o «Femenino» con cálculo de tipo «suma de tiempos».,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Ya sabrás que los datos de participantes se pueden obtener de diferentes fuentes: plataforma de inscripciones, la app de la carrera, una hoja de cálculo… Es probable ya tengas los datos de participantes importados a Copérnico y ahora necesites importar los datos de equipos. Para la importación necesitarás un archivo para esos dos cálculos por participante: contador y suma de tiempos y, únicamente tengas los datos principales, nombre, apellidos, fecha de nacimiento, género y club, en una hoja de cálculo que te ha pasado el organizador.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Para que el club sea un tipo de equipo, en el archivo de importación duplicas la columna «Club» y en la cabecera de ésta la llamas «Equipos». A su lado creas una nueva columna llamada «Tipo de equipo» y añades el valor «Contador» a toda la columna.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Además, hay que extraer una clasificación de equipos masculinos y equipos femeninos: duplica la columna «Género» y cambia la cabecera a «Tipo de equipo» igual que has hecho antes.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Los datos del archivo de importación quedarán como la siguiente imagen:,https://timingsense.com/wp-content/uploads/2021/07/equipos5.png,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Recuerda que es imprescindible que cada participante que pertenezca a un equipo tenga puesto correctamente su nombre de equipo y sus tipos de equipo.,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Cronometraje de equipos,,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Esta es la parte más sencilla en el cronometraje de equipos porque si ya sabes cronometrar atletas individuales, sabes cronometrar equipos: dar la salida de la prueba y esperar que vayan llegando los atletas a meta para que poco a poco se vayan produciendo resultados de equipos.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Ten en cuenta que en el cronometraje de equipos las clasificaciones pueden ir evolucionando y cambiando. Por lo que te recomendamos que, en el caso de equipos con tipo de cálculo «contador», no publiques clasificaciones hasta que no finalice la prueba.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
"Para la publicación de resultados debes aplicar lo que ya has aprendido en lecciones anteriores y, lo que aprenderás en este curso, acerca de trofeos, presets y documentos.",,False,Copernico,Cronometraje,Cronometraje por equipos (tipos de equipo),https://wiki.timingsense.com/hc/es/articles/10384666230429-Cronometraje-por-equipos-tipos-de-equipo,['https://www.youtube-nocookie.com/embed/2fIfD5qVN-g']
Hemos introducido algunas mejoras que facilitarán el cronometraje de un evento de tipo contrarreloj.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Qué es una contrarreloj?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Se define una contrarreloj como una carrera que está organizada de manera que los participantes salen a intervalos regulares y se clasifican según el tiempo invertido por cada uno para llegar a la meta.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Así, un evento contrarreloj es aquel en el que cada uno de los participantes tiene una hora de salida distinta, normalmente separadas en un tiempo determinado entre ellas, por ejemplo, con un minuto de diferencia entre cada una de las distintas salidas.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Puede ser de cualquier modalidad susceptible de cronometraje; atletismo, ciclismo, triatlón, natación, etc.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Por lo tanto, las principales características son:",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Cada participante tiene una hora de salida. También puede suceder que salga más de un participante en cada salida. · El tiempo entre cada una de las salidas, normalmente es fijo.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Ahora bien, existen otras características adicionales, que serán las que determinen cómo tienes que cronometrar este tipo de pruebas. Estas son:",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Si un participante no está en la zona de salida en la hora, minuto y segundo que debe tomar la salida, su tiempo comenzará a contar desde ese instante, aunque él tome la salida con posterioridad. · Los participantes tienen tiempo oficial y también pueden tener tiempo neto. Recuerda que para tener distintos tiempos tienes que tener al menos una lectura de tiempo en la línea de salida.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Cómo se debe cronometrar en cada caso?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Si los participantesno tienen una hora fija de salida, debes cronometrar con eltipo de evento a “partir de lectura”.Recordamos algunas de las características de este tipo de eventos:",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Se creará una salida para cada uno de los participantes con el último tiempo en una localización de tipo “salida”. · El tiempo oficial y el tiempo neto serán idénticos.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
💡 Si necesitas refrescar conceptos con este tipo de eventos siempre podrás consultar el artículo correspondiente en timingsense Academy.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"En cambio, si los participantestienen una hora fija de saliday se le tiene que imputar el retraso si no toman la salida a la hora fijada, debes cronometrar con eltipo de evento “salida”.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Cómo se cronometra una contrarreloj de tipo “salida” en copérnico?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
La configuración en copérnico es la misma que en cualquier otra carrera.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Deberás configurar:,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Nombre del evento. · Tipo de salida. WAVE. · Puntos de control y localizaciones · Tramos · Salidas. Deberás configurar sólo una salida. Con la hora, minuto y segundo a la que se va a producir la primera salida. · Continuarás configurando el resto de las opciones; categorías, equipos, etc.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Cómo añadir la hora de salida de cada uno de los participantes?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
El funcionamiento es el siguiente:,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Copérnico tiene un campo que se llama “offset de salida” (EN- “Start time offset”), en el que importaremosel tiempo de diferencia respecto a la primera salida en segundos,en el que cada uno de los participantes va atomar la salida.",https://timingsense.com/wp-content/uploads/2023/02/offset-salida-1-es.png,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Por ejemplo, si vas a realizar el cronometraje de una contrarreloj en el que cada uno de los participantes tomará la salida con un minuto de diferencia respecto al primero, tendrás que añadir una columna más, en el archivo de importación, para representar este offset.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"El primero que vaya a tomar la salida tendrá un offset de 0 seg. respecto a la hora de la salida del evento, el segundo 60 seg., el tercero 120 seg., el cuarto 180 seg., y así sucesivamente.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Este offset siempre será positivo respecto a la hora de salida.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Aquí puedes ver un ejemplo de cómo podría ser el fichero de importación. Se han omitido los demás campos como fecha de nacimiento, etc.",https://timingsense.com/wp-content/uploads/2023/02/offset-salida-2-es.png,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Cómo funciona el offset?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"A nivel interno, Copérnico crea una salida por cada uno de los participantes aplicando el offset previamente importado en el fichero. Si vas a la ficha de cualquiera de los participantes verás algo similar a la imagen siguiente, en la que:",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Salida: muestra que este participante tiene seleccionado el tipo de evento por “salida”.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Offset de salida: muestra el tiempo de diferencia respecto a la salida del evento. Siempre será positivo.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Tiempo de salida: muestra la hora del día de la salida del participante. Este campo es editable (haciendo doble clic sobre el candado).,https://timingsense.com/wp-content/uploads/2023/02/offset-salida-3-es.png,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Qué ocurre si la salida se retrasa?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Cronometrar un evento de esta forma implica que tenemos que dar la salida manualmente. Y, como se trabaja con un offset (tiempo de diferencia) sobre esta salida, automáticamente se crearán las salidas del resto de participantes en base a la hora de salida del primer participante.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Cómo se puede modificar la hora de salida de uno de los participantes?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Desde participantes, selecciona el atleta que quieres modificar y pulsa el botón derecho.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
En la ventana de edición de atleta existen 2 formas para modificar la hora de salida de un participante.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Modificando el offset de salida. Podrás modificar la diferencia en segundos sobre el primero. · Modificando la hora de salida. Haciendo clic sobre el candado podrás editar la hora de salida.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Ten en cuenta que, al modificar la hora de salida de un participante en concreto, estás creando una hora de salida manual, prevaleciendo esta sobre cualquier otra. ¿Qué quiere decir?",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Que perderá el offset asociado. · Que si modificas la hora de salida del evento no se verá afectado. · Que el participante cambia a tipo de salida“a partir de lectura”.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
¿Se puede utilizar el tipo de salida a partir de lectura para el cronometraje de una contrarreloj?,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Sí.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
"Normalmente, una contrarreloj cumple las características que se han descrito, aunque puede que se omita alguna de ellas, como, por ejemplo: que los participantes tenganuna hora oficial de salida normalmente separadas en un tiempo determinado entre ellas.",,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Podrás utilizar el tipo de salida a través de lectura si la hora de inicio es cuando el participante inicia la carrera y se recibe su lectura.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
La diferencia más importante entre un sistema y otro radica en si la hora de salida de los participantes es fija o no.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Si el tiempo de cada participante comienza a contar desde una hora determinada de salida tendrás que utilizar el sistema de offset.,,False,Copernico,Cronometraje,Cronometraje de una contrarreloj,https://wiki.timingsense.com/hc/es/articles/10384058919197-Cronometraje-de-una-contrarreloj,[]
Gestión de chips no identificados,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
En una carrera pueden aparecer chips no asignados a ningún participante y que sí hayan generado lecturas.,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Esto puede ocurrir por ejemplo, porque a un atleta se le ha asignado mal un chip o no se le ha asignado ninguno. En este caso, este atleta no aparecerá en las clasificaciones.",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Puedes consultar todos los chips no asignados en una carrera en el menú raws.,https://wiki.timingsense.com/hc/article_attachments/21089593530013,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Para ello accede al menú de raws en el menú lateral izquierdo.,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Todos los dispositivos tienen un desplegable para ver el estado de los chips únicos leídos, mediante la flecha situada a la derecha, en la línea de cada dispositivo.",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Al desplegar la información del dispositivo veremos los chips chip leído por el dispositivo en esa localización, estando agrupados según su tipo:",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Chips asociados a un atleta en un evento. · Chips no asignados, que están dentro de la secuenciación configurada en la carrera. · Chips no asignados que están fuera de la secuenciación configurada en la carrera.",https://wiki.timingsense.com/hc/article_attachments/21089593531549,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Al hacer clic sobre un chip no asignado puedes consultar todas las lecturas de ese chips en todas las localizaciones, pudiendo crear o asignar un atleta para ese chip.",https://wiki.timingsense.com/hc/article_attachments/21089586888605,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Además, tienes la opción de crear una serie de atletas ficticios en función de los chips no asignados. Esto te servirá para recuperar las lecturas de estos chips no asociados.",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Has de seguir este proceso:,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Selecciona el botón “Creador de dorsales sin datos”, situado en las opciones del menú RAW. · El “Creador de dorsales sin datos” mostrará en un menú todos los chips no asignados, dentro y fuera de la secuenciación.",https://wiki.timingsense.com/hc/article_attachments/21089593535773,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
,https://wiki.timingsense.com/hc/article_attachments/21089593533341,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Normalmente solo se utilizarán los que están dentro de la secuenciación de la carrera.,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Además, podrás quitar los chips que no quieras usar para la creación de dorsales sin datos y pulsa: ""CREAR DORSALES SIN DATOS""”",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Copérnico abrirá el menú de Participantes donde podremos seguir trabajando la información de estos nuevos dorsales.,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
"Por ejemplo, asignarles un evento, sexo y categoría, y, en el que caso de existir varias salidas, asignarles una salida.",,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Tras estos los dorsales creados tendrán sus posiciones como cualquier otro participante.,,False,Copernico,Cronometraje,Chips sin identificar,https://wiki.timingsense.com/hc/es/articles/10268957914909-Chips-sin-identificar,[]
Laslecturas (raws)son todas las lecturas enviadas por un chip al paso por cada punto de control durante una carrera. En Copérnico se quedan registradas todas pero solo la lectura más precisa figura como el tiempo del participante para el punto de control.,,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
Puedes consultar datos estadísticas sobre las lecturas de la carrera en «Raws» en el menú principal.,,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
"El selector principal te permite acotar la consulta por horas de lectura, desde la primera lectura hasta la última y marca cada wave o salida de la carrera.",,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
"El grid muestra estadísticas para cada dispositivo de cronometraje: total lecturas, lecturas deshabilitadas, lecturas conocidas, lecturas desconocidas, chips no asignados, y diferencia mínima, media y máxima entre la creación de la raw y proceso de la raw.",,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
Lecturas totales: lecturas totales recogidas por el dispositivo de cronometraje. · Lecturas deshabilitadas: lecturas que el timer ha deshabilitado. · Lecturas conocidas: lecturas de chips secuenciados. · Lecturas desconocidas: lecturas de chips no secuenciados. · Chips no asignados: chips leídos que no están asignados a ningún atleta. · ∆Mines el menorprocess_timepara un par dado de DISPOSITIVO + LOCALIZACIÓN (process_timemás lento). · ∆Medioes elprocess_timemedio para un par dado de DISPOSITIVO + LOCALIZACIÓN (process_timede proceso medio). · ∆Maxes el mayorprocess_timepara un par dado de DISPOSITIVO + LOCALIZACIÓN (process_timemás rápido).💡Creación de la raw:el momento (timestamp) en el que se creó la lectura/raw en el dispositivo.💡Proceso de la raw: el momento (timestamp) en el que el software procesó la lectura/raw (online).💡 La fórmula de diferencia ∆es TIME_PROCESS = PROCESO DE LA RAW – CREACIÓN DE RAW.,https://timingsense.com/wp-content/uploads/2019/04/167.1-es-2-1024x398.png,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
💡Creación de la raw:el momento (timestamp) en el que se creó la lectura/raw en el dispositivo.,,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
💡Proceso de la raw: el momento (timestamp) en el que el software procesó la lectura/raw (online).,,False,Copernico,Cronometraje,Lecturas de una carrera,https://wiki.timingsense.com/hc/es/articles/10383151001757-Lecturas-de-una-carrera,[]
